region_name
PMv_R
PVHd_R
VMH_R
PH_R
LHA_R
LPO_R
PST_R
PSTN_R
RCH_R
STN_R
TU_R
ZI_R
SCs_R
IC_R
NB_R
SAG_R
PBG_R
SNr_R
VTA_R
RR_R
MRN_R
SCm_R
PAG_R
APN_R
MPT_R
NOT_R
NPC_R
OP_R
PPT_R
CUN_R
RN_R
III_R
IV_R
SNc_R
PPN_R
IF_R
IPN_R
CLI_R
DR_R
NLL_R
PSV_R
PB_R
SOC_R
B_R
DTN_R
PCG_R
PG_R
PRNc_R
SG_R
TRN_R
V_R
CS_R
LC_R
LDT_R
NI_R
PRNr_R
DCO_R
VCO_R
CU_R
GR_R
NTS_R
SPVC_R
SPVI_R
SPVO_R
VI_R
VII_R
DMX_R
GRN_R
IO_R
IRN_R
ISN_R
LIN_R
LRN_R
MARN_R
MDRNd_R
MDRNv_R
PARN_R
PGRNd_R
PGRNl_R
NR_R
PRP_R
LAV_R
MV_R
SPIV_R
SUV_R
XII_R
CENT_R
CUL_R
PYR_R
SIM_R
AN_R
PRM_R
COPY_R
PFL_R
FN_R
IP_R
DN_R
